Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
ecoli-0-1-4-7_vs_5-6,6,4,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,31.0,2.0,0.0,93.93939393939394,6.0606060606060606,0.0,0.0,0.07242424242424243,0.2085374757396828,55.42295839753466,87.11865263358084,11.013517184103016,8.18137337639326,2.8321438077097554,0.33374294497281864,0.2479204053452503,0.08582253962756835,1.7767213724963484,0.053840041590798436,16.13218868047784,1.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,0.9393939393939394,1.0,0.96875,NaN,0.8870967741935484,0.9909355304469498,0.9393939393939394,0.9393939393939394,0.06060606060606061,0.06060606060606061,NaN,0.9393939393939394,NaN,NaN,0.8870967741935484,0.9672424679956195,NaN,0.9393939393939394,0.011,0.0,0.010482,1.6700000000000002E-4,10.482,0.167,133693.0,26797.0,4187.0,96.96969696969697,57.57575757575758,?
ecoli-0-1-4-7_vs_5-6,6,5,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,31.0,2.0,0.0,93.93939393939394,6.0606060606060606,0.0,0.0,0.06696969696969697,0.19935502061002688,51.248844375963,83.28258855959862,11.013517184103016,5.744684453806229,5.268832730296786,0.33374294497281864,0.17408134708503725,0.1596615978877814,2.497704574249651,0.07568801740150458,22.678537042234378,1.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,0.9393939393939394,1.0,0.96875,NaN,0.9516129032258065,0.9969107700312175,0.9393939393939394,0.9393939393939394,0.06060606060606061,0.06060606060606061,NaN,0.9393939393939394,NaN,NaN,0.9516129032258064,0.9789161779081134,NaN,0.9393939393939394,0.01,0.0,0.010236,1.77E-4,10.236,0.177,134873.0,26797.0,4187.0,100.0,59.09090909090909,?
ecoli-0-1-4-7_vs_5-6,6,6,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,33.0,0.0,0.0,100.0,0.0,0.0,1.0,0.02181818181818182,0.05466149273372241,16.69645608628659,22.83539484215591,11.013517184103016,1.119209755856341,9.894307428246675,0.33374294497281864,0.03391544714716185,0.2998274978256568,7.090303994895643,0.21485769681501948,64.37819886575231,1.0,31.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011,0.0,0.010583,1.47E-4,10.583,0.147,147134.0,26797.0,4187.0,100.0,56.06060606060606,?
ecoli-0-1-4-7_vs_5-6,6,7,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,32.0,1.0,0.0,96.96969696969697,3.0303030303030303,0.0,0.7843137254901962,0.07090909090909092,0.15811388300841897,54.26348228043142,66.05368364366318,11.013517184103016,4.28258876037221,6.730928423730806,0.33374294497281864,0.12977541698097605,0.2039675279918426,-1.8101190098161624,-0.05485209120655037,-16.435430930537795,0.967741935483871,30.0,0.0,0.0,1.0,2.0,0.03225806451612903,1.0,1.0,0.967741935483871,0.9836065573770492,0.8032193289024988,1.0,1.0,0.9696969696969697,0.0019550342130987292,0.9980449657869013,0.030303030303030304,0.9797979797979799,0.9696969696969697,0.9724788872329856,0.8032193289024987,1.0,1.0,0.8918032786885246,0.9696969696969697,0.011,0.0,0.010718,1.88E-4,10.718,0.188,142152.0,26797.0,4187.0,100.0,63.63636363636363,?
ecoli-0-1-4-7_vs_5-6,6,8,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,33.0,0.0,0.0,100.0,0.0,0.0,1.0,0.020606060606060607,0.050811594954480434,13.430446194225727,17.652409927107687,14.570531283193903,1.0509261593055501,13.519605123888352,0.44153125100587587,0.031846247251683335,0.4096850037541925,12.131646780700558,0.36762566002122904,83.26152660399947,1.0,30.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011,0.0,0.010407999999999999,1.71E-4,10.408,0.171,151188.0,26797.0,4187.0,100.0,57.57575757575758,?
ecoli-0-1-4-7_vs_5-6,6,9,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,31.0,2.0,0.0,93.93939393939394,6.0606060606060606,0.0,0.47619047619047644,0.06272727272727274,0.17233687939614087,40.88385826771656,59.87139831734307,14.570531283193903,4.237717492370167,10.332813790823735,0.44153125100587587,0.12841568158697475,0.31311556941890106,8.962899831469562,0.27160302519604734,61.51388482180911,1.0,30.0,0.6666666666666666,2.0,0.3333333333333333,1.0,0.0,0.0,0.9375,1.0,0.967741935483871,0.5590169943749475,1.0,1.0,0.9393939393939394,0.6060606060606061,0.3939393939393939,0.06060606060606061,0.9431818181818182,0.9393939393939394,0.9252199413489736,0.5590169943749476,1.0,1.0,0.7338709677419355,0.9393939393939394,0.01,0.0,0.010297,1.55E-4,10.297,0.155,146281.0,26797.0,4187.0,100.0,59.09090909090909,?
ecoli-0-1-4-7_vs_5-6,6,10,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,32.0,1.0,0.0,96.96969696969697,3.0303030303030303,0.0,0.7843137254901962,0.05393939393939394,0.1753783788201264,35.15616797900263,60.92804286222211,14.570531283193903,5.612393359646789,8.958137923547113,0.44153125100587587,0.1700725260499027,0.2714587249559731,8.469218156106225,0.25664297442746137,58.12566468235019,1.0,30.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.0,0.0,0.967741935483871,1.0,0.9836065573770492,0.8032193289024988,0.9666666666666667,0.9966641947843283,0.9696969696969697,0.30303030303030304,0.696969696969697,0.030303030303030304,0.9706744868035191,0.9696969696969697,0.9669150521609539,0.8032193289024988,0.9666666666666667,0.9818159346524197,0.8918032786885246,0.9696969696969697,0.011,0.0,0.010478,1.7199999999999998E-4,10.478,0.172,141951.0,26797.0,4187.0,96.96969696969697,57.57575757575758,?
ecoli-0-1-4-7_vs_5-6,7,1,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,298.0,34.0,33.0,1.0,0.0,97.05882352941177,2.9411764705882355,0.0,0.7848101265822784,0.035882352941176476,0.11481442827962203,23.70466321243524,40.44575743543503,14.68314246116407,2.3001809328479803,12.382961528316091,0.43185713121070796,0.06765238037788178,0.3642047508328262,10.738698530265449,0.315844074419572,73.13624150054109,1.0,31.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.0,0.0,0.96875,1.0,0.9841269841269841,0.8036375634160796,1.0,1.0,0.9705882352941176,0.30392156862745096,0.696078431372549,0.029411764705882353,0.9715073529411765,0.9705882352941176,0.9678804855275442,0.8036375634160796,1.0,1.0,0.892063492063492,0.9705882352941176,0.011,0.0,0.010426999999999999,1.57E-4,10.427,0.157,144047.0,26712.0,4272.0,100.0,55.88235294117647,?
ecoli-0-1-4-7_vs_5-6,7,2,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,298.0,34.0,33.0,1.0,0.0,97.05882352941177,2.9411764705882355,0.0,0.7848101265822784,0.04647058823529412,0.17653528225924964,30.699481865284977,62.18820501953357,14.68314246116407,5.151497386225609,9.531645074938462,0.43185713121070796,0.15151462900663556,0.2803425022040724,8.110712407442312,0.23855036492477388,55.23825999028889,1.0,31.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.0,0.0,0.96875,1.0,0.9841269841269841,0.8036375634160796,0.989247311827957,0.998991935483871,0.9705882352941176,0.30392156862745096,0.696078431372549,0.029411764705882353,0.9715073529411765,0.9705882352941176,0.9678804855275442,0.8036375634160796,0.989247311827957,0.9917279411764706,0.892063492063492,0.9705882352941176,0.011,0.0,0.010669,1.7E-4,10.669,0.17,135676.0,26712.0,4272.0,100.0,54.411764705882355,?
ecoli-0-1-4-7_vs_5-6,7,3,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,30.0,3.0,0.0,90.9090909090909,9.090909090909092,0.0,-0.04210526315789561,0.08121212121212122,0.2249983164920183,62.14791987673343,93.99533636859223,11.013517184103016,7.56023252161261,3.4532846624904057,0.33374294497281864,0.22909795520038212,0.10464498977243654,0.8836115946791332,0.0267761089296707,8.022973768584517,0.967741935483871,30.0,1.0,2.0,0.0,0.0,0.03225806451612903,1.0,0.9375,0.967741935483871,0.9523809523809523,-0.04490132550669373,0.9354838709677419,0.9959291142433702,0.9090909090909091,0.9413489736070382,0.05865102639296188,0.09090909090909091,0.8806818181818182,0.9090909090909091,0.8946608946608946,-0.04490132550669373,0.935483870967742,0.9628425012589235,0.47619047619047616,0.9090909090909091,0.01,0.0,0.010018,1.6900000000000002E-4,10.018,0.169,133881.0,26797.0,4187.0,100.0,57.57575757575758,?
ecoli-0-1-4-7_vs_5-6,7,4,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,33.0,0.0,0.0,100.0,0.0,0.0,1.0,0.03696969696969698,0.10236595077850778,28.291217257318948,42.76441764602237,11.013517184103016,2.097829140256049,8.915688043846966,0.33374294497281864,0.06357058000775906,0.2701723649650596,5.970021190773936,0.18090973305375566,54.2063093104454,1.0,31.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.0,0.010185000000000001,1.64E-4,10.185,0.164,139667.0,26797.0,4187.0,100.0,57.57575757575758,?
ecoli-0-1-4-7_vs_5-6,7,5,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,31.0,2.0,0.0,93.93939393939394,6.0606060606060606,0.0,0.4677419354838713,0.07333333333333333,0.21571586249817915,56.11864406779659,90.11749675147739,11.013517184103016,6.940355156345307,4.073162027757709,0.33374294497281864,0.21031379261652444,0.12342915235629422,0.11586390681536243,0.0035110274792534073,1.0520154904066539,0.967741935483871,30.0,0.5,1.0,0.5,1.0,0.03225806451612903,1.0,0.967741935483871,0.967741935483871,0.967741935483871,0.46774193548387094,0.9435483870967742,0.9957637368880595,0.9393939393939394,0.47165200391006845,0.5283479960899317,0.06060606060606061,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.467741935483871,0.9435483870967741,0.9758184599049448,0.7338709677419355,0.9393939393939394,0.011,0.0,0.010383,1.7199999999999998E-4,10.383,0.172,133442.0,26797.0,4187.0,100.0,59.09090909090909,?
ecoli-0-1-4-7_vs_5-6,7,6,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,33.0,0.0,0.0,100.0,0.0,0.0,1.0,0.04303030303030304,0.10801234497346433,32.92912172573189,45.12325628045916,11.013517184103016,2.432989681956086,8.58052750214693,0.33374294497281864,0.07372696005927533,0.26001598491354333,7.431105554399435,0.2251850167999829,67.47259236246114,1.0,31.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.0,0.010091,1.75E-4,10.091,0.175,146432.0,26797.0,4187.0,100.0,60.60606060606061,?
ecoli-0-1-4-7_vs_5-6,7,7,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,33.0,0.0,0.0,100.0,0.0,0.0,1.0,0.05484848484848485,0.11802670473372978,41.97303543913712,49.30685697960322,11.013517184103016,3.0398822037311697,7.9736349803718465,0.33374294497281864,0.09211764253730817,0.2416253024355105,3.3378219391152806,0.10114611936712971,30.306594009160985,1.0,31.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011,0.0,0.010577999999999999,1.95E-4,10.578,0.195,144600.0,26797.0,4187.0,100.0,62.121212121212125,?
ecoli-0-1-4-7_vs_5-6,7,8,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,33.0,0.0,0.0,100.0,0.0,0.0,1.0,0.02212121212121212,0.05305800142439889,14.417979002624676,18.432831952935295,14.570531283193903,1.1281114490194477,13.442419834174455,0.44153125100587587,0.03418519542483175,0.4073460555810441,13.167090346097567,0.3990027377605323,90.36794946032539,1.0,30.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011,0.0,0.010917999999999999,1.7999999999999998E-4,10.918,0.18,152757.0,26797.0,4187.0,100.0,57.57575757575758,?
ecoli-0-1-4-7_vs_5-6,7,9,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,32.0,1.0,0.0,96.96969696969697,3.0303030303030303,0.0,0.7843137254901962,0.07212121212121213,0.1563407312328564,47.006561679790046,54.31419105222948,14.570531283193903,4.303193506679742,10.267337776514161,0.44153125100587587,0.13039980323271946,0.3111314477731564,5.118346776696342,0.1551014174756467,35.12807238950853,1.0,30.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.0,0.0,0.967741935483871,1.0,0.9836065573770492,0.8032193289024988,1.0,1.0,0.9696969696969697,0.30303030303030304,0.696969696969697,0.030303030303030304,0.9706744868035191,0.9696969696969697,0.9669150521609539,0.8032193289024988,1.0,1.0,0.8918032786885246,0.9696969696969697,0.011,0.0,0.010237999999999999,1.83E-4,10.238,0.183,141298.0,26797.0,4187.0,100.0,65.15151515151516,?
ecoli-0-1-4-7_vs_5-6,7,10,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,32.0,1.0,0.0,96.96969696969697,3.0303030303030303,0.0,0.7843137254901962,0.07575757575757576,0.1656575511180346,49.37664041994753,57.550938963361354,14.570531283193903,4.553747170181018,10.016784113012886,0.44153125100587587,0.13799233849033388,0.303538912515542,3.9245651021775942,0.11892621521750285,26.934948533443716,1.0,30.0,0.3333333333333333,1.0,0.6666666666666666,2.0,0.0,0.0,0.967741935483871,1.0,0.9836065573770492,0.8032193289024988,1.0,1.0,0.9696969696969697,0.30303030303030304,0.696969696969697,0.030303030303030304,0.9706744868035191,0.9696969696969697,0.9669150521609539,0.8032193289024988,1.0,1.0,0.8918032786885246,0.9696969696969697,0.011,0.0,0.010836,1.5900000000000002E-4,10.836,0.159,146595.0,26797.0,4187.0,100.0,62.121212121212125,?
ecoli-0-1-4-7_vs_5-6,8,1,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,298.0,34.0,34.0,0.0,0.0,100.0,0.0,0.0,1.0,0.06441176470588236,0.13296394911669057,42.5518134715026,46.839301594864814,14.68314246116407,3.7489552201643193,10.934187240999751,0.43185713121070796,0.11026338882836233,0.3215937423823456,4.645892361809905,0.13664389299440896,31.64099493073761,1.0,31.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.011,0.0,0.010372,1.94E-4,10.372,0.194,143670.0,26712.0,4272.0,100.0,61.76470588235294,?
ecoli-0-1-4-7_vs_5-6,8,2,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,298.0,34.0,34.0,0.0,0.0,100.0,0.0,0.0,1.0,0.03529411764705883,0.08841745901587271,23.316062176165808,31.14687895935998,14.68314246116407,1.9764610859512084,12.706681375212863,0.43185713121070796,0.058131208410329656,0.3737259228003783,10.213054876661817,0.3003839669606417,69.55632899207144,1.0,31.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.001,0.010607,1.92E-4,10.607,0.192,148954.0,26712.0,4272.0,100.0,58.8235294117647,?
ecoli-0-1-4-7_vs_5-6,8,3,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,31.0,2.0,0.0,93.93939393939394,6.0606060606060606,0.0,0.0,0.06696969696969697,0.2004011129225735,51.248844375963,83.7196042685313,11.013517184103016,7.817282227215738,3.1962349568872774,0.33374294497281864,0.23688734021865873,0.09685560475415993,2.738189662075827,0.08297544430532809,24.862081897217617,1.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,0.9393939393939394,1.0,0.96875,NaN,0.8790322580645161,0.989694835657868,0.9393939393939394,0.9393939393939394,0.06060606060606061,0.06060606060606061,NaN,0.9393939393939394,NaN,NaN,0.8790322580645161,0.9655260026427906,NaN,0.9393939393939394,0.01,0.0,0.010018,1.58E-4,10.018,0.158,138952.0,26797.0,4187.0,96.96969696969697,59.09090909090909,?
ecoli-0-1-4-7_vs_5-6,8,4,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,33.0,0.0,0.0,100.0,0.0,0.0,1.0,0.038181818181818185,0.08859167482605151,29.218798151001533,37.010073695493894,11.013517184103016,2.0390905408391493,8.974426643263866,0.33374294497281864,0.06179062244967119,0.2719523225231475,5.338957370848032,0.16178658699539492,48.47640659747023,1.0,31.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.0,0.010307,1.61E-4,10.307,0.161,139140.0,26797.0,4187.0,100.0,59.09090909090909,?
ecoli-0-1-4-7_vs_5-6,8,5,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,32.0,1.0,0.0,96.96969696969697,3.0303030303030303,0.0,0.6526315789473686,0.03909090909090909,0.11943046664748641,29.914483821263474,49.8932928042004,11.013517184103016,2.4458274466057324,8.567689737497282,0.33374294497281864,0.07411598323047675,0.2596269617423419,6.62610598116953,0.20079109033847062,60.163396219453816,1.0,31.0,0.5,1.0,0.5,1.0,0.0,0.0,0.96875,1.0,0.9841269841269841,0.6959705453537528,1.0,1.0,0.9696969696969697,0.4696969696969697,0.5303030303030303,0.030303030303030304,0.9706439393939394,0.9696969696969697,0.9648869648869648,0.6959705453537528,1.0,1.0,0.8253968253968254,0.9696969696969697,0.011,0.0,0.010267,1.4299999999999998E-4,10.267,0.143,147147.0,26797.0,4187.0,100.0,57.57575757575758,?
ecoli-0-1-4-7_vs_5-6,8,6,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,32.0,1.0,0.0,96.96969696969697,3.0303030303030303,0.0,0.6526315789473686,0.04606060606060606,0.18358385087754941,35.24807395993835,76.69402191144343,11.013517184103016,7.532284436427346,3.48123274767567,0.33374294497281864,0.22825104352810138,0.10549190144471728,4.738580683223419,0.1435933540370733,43.02513542234372,1.0,31.0,0.5,1.0,0.5,1.0,0.0,0.0,0.96875,1.0,0.9841269841269841,0.6959705453537528,0.9274193548387096,0.9935390427834989,0.9696969696969697,0.4696969696969697,0.5303030303030303,0.030303030303030304,0.9706439393939394,0.9696969696969697,0.9648869648869648,0.6959705453537528,0.9274193548387097,0.9712033432208624,0.8253968253968254,0.9696969696969697,0.011,0.0,0.010359,1.58E-4,10.359,0.158,133831.0,26797.0,4187.0,96.96969696969697,53.03030303030303,?
ecoli-0-1-4-7_vs_5-6,8,7,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,32.0,1.0,0.0,96.96969696969697,3.0303030303030303,0.0,0.6526315789473686,0.02787878787878788,0.11064548902880877,21.334360554699533,46.22327900528626,11.013517184103016,1.8436689039899745,9.16984828011304,0.33374294497281864,0.05586875466636287,0.27787419030645577,8.875244781696393,0.26894681156655736,80.58501778620712,1.0,31.0,0.5,1.0,0.5,1.0,0.0,0.0,0.96875,1.0,0.9841269841269841,0.6959705453537528,1.0,1.0,0.9696969696969697,0.4696969696969697,0.5303030303030303,0.030303030303030304,0.9706439393939394,0.9696969696969697,0.9648869648869648,0.6959705453537528,1.0,1.0,0.8253968253968254,0.9696969696969697,0.01,0.001,0.010822,1.61E-4,10.822,0.161,148503.0,26797.0,4187.0,100.0,54.54545454545455,?
ecoli-0-1-4-7_vs_5-6,8,8,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,31.0,2.0,0.0,93.93939393939394,6.0606060606060606,0.0,0.47619047619047644,0.07757575757575759,0.21131622146571108,50.561679790026275,73.4131760457813,14.570531283193903,7.244677872120655,7.325853411073248,0.44153125100587587,0.2195356930945653,0.22199555791131054,5.329134834635135,0.1614889343828829,36.57474618500647,1.0,30.0,0.6666666666666666,2.0,0.3333333333333333,1.0,0.0,0.0,0.9375,1.0,0.967741935483871,0.5590169943749475,0.9666666666666667,0.9966641947843283,0.9393939393939394,0.6060606060606061,0.3939393939393939,0.06060606060606061,0.9431818181818182,0.9393939393939394,0.9252199413489736,0.5590169943749476,0.9666666666666667,0.9818159346524197,0.7338709677419355,0.9393939393939394,0.01,0.0,0.009958999999999999,1.7E-4,9.959,0.17,133919.0,26797.0,4187.0,96.96969696969697,57.57575757575758,?
ecoli-0-1-4-7_vs_5-6,8,9,weka.classifiers.meta.MultiClassClassifier,'-M 0 -R 2.0 -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',-3879602011542849141,2.0260615155399997E7,299.0,33.0,33.0,0.0,0.0,100.0,0.0,0.0,1.0,0.03484848484848485,0.09040313751594727,22.713254593175865,31.406871670881742,14.570531283193903,1.9044015549376376,12.666129728256266,0.44153125100587587,0.057709138028413265,0.3838221129774626,8.737679546468893,0.26477816807481497,59.968160231378796,1.0,30.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.001,0.010709,1.74E-4,10.709,0.174,145929.0,26797.0,4187.0,100.0,57.57575757575758,?
